County,Turnout,State,Precincts,Votes,Republican,Democrat,Green,Libertarian,Less Than High School Diploma,At Least High School Diploma,At Least Bachelors's Degree,Graduate Degree,School Enrollment,Median Earnings 2010,White (Not Latino),African American,Native American,Asian American,Other Race,Latino,Children Under 6 Living in Poverty,Adults 65 and Older Living in Poverty,Total Population,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Poverty.Rate.below.federal.poverty.threshold,Gini.Coefficient,Child.Poverty.living.in.families.below.the.poverty.line,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,Sire Homogeneity,Median Age,Poor.physical.health.days,Poor.mental.health.days,Low.birthweight,Teen.births,Children.in.single.parent.households,Adult.smoking,Adult.obesity,Diabetes,Sexually.transmitted.infections,HIV.prevalence.rate,Uninsured,Unemployment,Violent.crime,Homicide.rate,Injury.deaths,Infant.mortality
Roane,45.4,West Virginia,20,5234,72.07,23.31,1.24,2.69,23.4,76.6,9.1,3.4,70.85,22135.17,97.7,0.05,0.15,0.15,1.25,0.75,39.3,16.2,15024,26,26.7,0.424,39.95,20.1,15.55,24.55,0.2,23.75,15.85,0.95474625,42.8,5.3,3.6,0.07,43.8,0.222,0.347,0.364,0.155,107.7,,0.208,0.109,140.6,,83.3,
Monroe,45.5,Arkansas,16,2778,50.4,46.72,0.32,1.26,31.4,68.6,12.3,3.7,80.25,20974.93,56.8,39.9,0.5,0.95,0.55,1.3,44,23.55,8377,52,22.65,0.47,28.8,24.2,18.15,23,5.75,6.85,22.15,0.4821395,43.2,5.3,,0.12,70.7,0.53,0.368,0.351,0.141,1572.8,345.1,0.2,0.084,202.77,,112.9,
Murray,45.5,Georgia,7,12422,83.24,14.48,0,2.28,33.8,66.2,6.7,3.1,72,26488.2,85.4,0.7,0.25,0.3,1.1,12.3,23.4,15.5,40081,36.9,16.6,0.409,22.2,18.8,10.6,19.65,1.05,14.25,35.6,0.74463025,35.4,5.2,5.2,0.08,75.7,0.276,0.264,0.277,0.116,250.3,56.6,0.245,0.123,141.29,,79.6,7.2
Pearl River,45.5,Mississippi,32,18893,82.2,15.45,0.4,1.46,19.6,80.4,14.6,4.5,71.65,25983.48,82.85,12.5,0.5,0.45,1.2,2.45,32.2,11.5,55973,46.3,20.85,0.46,27.7,29.35,13.4,23.6,0.55,17.25,15.8,0.70282675,38.4,4.8,5.2,0.1,54.3,0.335,0.298,0.33,0.14,272.8,198.1,0.228,0.094,170.47,4.72,110.1,9
Macon,45.5,Tennessee,10,7490,83.58,14.3,0.48,1.21,27.4,72.6,7.6,3.6,70.8,21640.65,94.25,0.4,0.35,0.25,0.85,3.9,28.25,26.45,21978,37.6,23.25,0.453,28.3,23.35,14.55,20.05,1.35,13.15,27.5,0.889934,37.3,5.7,4.2,0.08,71.9,0.299,0.351,0.336,0.122,111.2,48.2,0.208,0.081,296.57,7.24,119.5,
Drew,45.6,Arkansas,17,6590,60.2,35.87,0.65,1.64,19.4,80.6,19.4,5.7,78.5,21988.95,67.9,27.95,0.15,0.55,0.85,2.65,34.15,14.4,18604,73.5,23.45,0.469,36.95,28.35,18.25,20.15,3.6,9.4,20.2,0.53996825,36.8,4.5,4.7,0.1,47.7,0.429,0.181,0.323,0.126,747.3,79.9,0.197,0.108,449.02,,82,
Glades,45.6,Florida,13,4355,68.79,29.18,0.41,1.24,28.7,71.3,11.3,4.5,70.8,23360.41,65.8,10.15,3.8,0.45,0.45,19.3,33.8,10.4,11977,64.6,18.55,0.425,31.7,19.15,25,17.55,14.55,13.7,10,0.48199975,43,3.5,3.3,0.1,51.8,0.52,0.175,0.355,0.125,340.3,444.5,0.329,0.091,304.68,,101.4,
Seneca,45.6,New York,27,12727,52.79,40.66,1.92,4.63,16.3,83.7,18.1,6.5,69.2,26061.72,90.4,4.35,0.35,0.8,1.25,2.85,23.45,11.9,34716,32.5,13.65,0.398,20.45,31.5,17.45,23.2,0.75,10.75,16.3,0.820153,40.5,5,3.7,0.06,26.4,0.317,0.231,0.283,0.095,252.9,474.4,0.115,0.079,158.3,,49.8,
Carter,45.6,Tennessee,22,20993,80.49,16.45,0.62,1.95,23.1,76.9,14.9,5.1,71.5,21711.64,95.4,1.45,0.15,0.2,1.35,1.45,43,15.55,58189,30,22.45,0.44,33.65,25.9,18,24.9,0.15,12.45,18.65,0.910725,41.4,5.2,4.8,0.1,49.4,0.299,0.314,0.3,0.14,225.6,92.5,0.18,0.08,218.43,3.71,79.3,9.6
Nicholas,45.6,West Virginia,28,9385,76.39,19.4,0.87,2.97,20.1,79.9,13,5.9,72.55,22845.87,98.7,0.1,0.1,0.15,0.5,0.5,37.8,12,26158,34.8,18.6,0.445,25.55,25.3,16.7,22.7,0.8,17.1,17.5,0.97422325,43.3,5.4,4.5,0.11,51.8,0.248,0.322,0.336,0.122,91.4,30.6,0.196,0.091,614.57,6,100.8,
Dallas,45.7,Arkansas,9,2769,54.42,42.07,0.43,0.94,19.7,80.3,12.4,3.8,82.3,20199.85,54.35,42.1,0.25,0.05,0.7,2.55,31.75,18.7,8165,97.8,18.85,0.462,28.05,25.55,10.75,20.45,2.15,7.55,33.55,0.473339,41.7,3.8,,0.15,70.6,0.41,,0.33,0.136,879.6,,0.203,0.103,303.73,17.02,113.4,
Allendale,45.7,South Carolina,8,3578,22.02,76.08,0.31,0.61,26.8,73.2,13.2,3.8,69.15,20217.24,24.45,71.2,0.2,0.2,0.55,3.4,63.1,26.6,10439,66.3,41.4,0.582,53.4,23.3,15.9,21.45,4.65,5.5,29.15,0.5679185,37.6,3.7,2.9,0.12,86.6,0.672,0.221,0.367,0.155,1001.9,683,0.186,0.169,1102.47,14.55,82.2,18.6
Bailey,45.7,Texas,5,1784,75.28,22.25,0.28,2.19,26.6,73.4,18.5,5.6,72.8,23778.73,44.6,2.2,0.15,0.25,0.2,52.55,24.75,5.6,6762,49.7,17.15,0.427,17.8,28.6,16.4,22.1,14,4.7,14.2,0.47556275,30,,,0.09,107.8,0.188,,0.289,0.097,193.2,,0.325,0.066,303.86,,91.1,
Tom Green,45.7,Texas,22,38104,71.85,23.93,0.57,3.66,18.8,81.2,21.6,6,69.95,22356.23,58.55,3.65,0.45,0.95,1.45,35,26.3,10.3,108433,41.7,16.55,0.445,24.05,28.95,20.3,27.5,0.85,11.65,10.8,0.46696325,34.3,4.1,3.3,0.08,57,0.366,0.24,0.283,0.099,615.3,92.2,0.254,0.053,299.84,3.74,57.3,7
Brantley,45.8,Georgia,3,6285,88.48,9.85,0,1.67,24.3,75.7,4.9,2.3,74.1,27160.32,92.9,4.3,0.25,0.35,0.75,1.4,39.15,11.85,16926,32.2,19.4,0.433,25.35,20.05,17.65,22.9,1.55,20.05,17.75,0.86516075,37.2,5.2,4.2,0.07,54.2,0.324,0.241,0.31,0.109,245,155.1,0.247,0.111,279.45,9.92,97.5,
Coffee,45.8,Georgia,6,13896,68.9,29.43,0,1.66,26.1,73.9,11,4.6,70.25,24418.71,61.6,26.65,0.25,0.35,1.2,9.95,33.8,19.65,41277,33.2,21.7,0.449,29.25,23.35,18.55,22.8,3.65,9.5,22.05,0.460541,34.5,5.5,3.7,0.11,85,0.363,0.215,0.305,0.117,571.6,261.7,0.255,0.131,357,6.61,72,11.4
Walker,45.8,Georgia,11,23939,79.11,17.6,0,3.29,23.8,76.2,12.8,4.2,73.1,26178.86,92.3,4.1,0.25,0.4,1.5,1.4,23.95,9.45,66525,35.8,15.1,0.426,19.75,25.25,14.4,25.45,0.35,10.95,23.5,0.85405325,39,5,4.6,0.1,63.4,0.295,0.253,0.32,0.132,174.3,118.9,0.198,0.077,439.64,3.84,74,8.4
Lawrence,45.8,Illinois,25,6039,74.8,21.33,0.68,3.2,18.9,81.1,11.1,2.9,67.45,21716.88,87.35,8.65,0.25,0.2,0.85,2.75,29,7.55,16691,69.7,16.9,0.436,25.95,23.4,20.95,22.15,1.6,10.35,21.55,0.77132325,39,2.9,,0.07,37.2,0.343,,0.309,0.095,232.9,158.1,0.123,0.084,185.68,,81.9,
Fulton,45.8,New York,42,19563,65.22,29.67,1.47,3.63,16.8,83.2,14.3,5.6,74,26216.31,93.8,1.7,0.2,0.7,1.3,2.3,28.6,9.25,55281,41.4,16.9,0.439,24.7,26.7,19.35,24,0.45,9.95,19.5,0.880884,42,6.5,5.3,0.08,31.7,0.481,0.181,0.283,0.097,255.5,142.7,0.114,0.106,177.97,,43.6,5.5
Otsego,45.8,New York,49,23024,53.35,40.33,2.08,4.24,11.7,88.3,25.5,11,79.8,21338.21,93.05,1.7,0.15,1.05,1.35,2.7,17.4,7.85,62172,52.8,15.05,0.431,17.45,34.25,20.8,23.05,0.8,9.2,11.9,0.867143,39.8,4.4,4,0.07,10.8,0.33,0.176,0.274,0.099,272.9,109.6,0.111,0.08,206.67,,44.7,6
Barbour,45.8,West Virginia,16,6024,74.85,20.14,1.05,3.52,19.6,80.4,13.3,4.9,75.9,19515.6,96.5,0.6,0.7,0.2,1.5,0.5,34.3,14,16055,39.4,20.1,0.452,30.8,22.2,16.6,21.9,1.15,18.35,19.75,0.931564,41.3,5.7,3.7,0.07,40.3,0.298,0.266,0.319,0.121,121.1,50.5,0.203,0.078,227.29,,77.5,
Hampshire,45.8,West Virginia,24,8557,77.67,18.42,1.2,2.28,21.6,78.4,9.4,3.5,75,24429.94,96.5,0.8,0.2,0.2,1.45,0.9,21.75,16.5,23182,24,16.2,0.418,23.7,19.1,17,19.7,1.5,16.25,26.45,0.93158825,41.4,4.9,3.4,0.06,47,0.336,0.288,0.342,0.104,71.4,43.3,0.229,0.075,307.65,,80.5,
Randolph,45.8,West Virginia,27,10816,70.11,25.18,0.86,3.13,18.9,81.1,17.6,7.2,74.15,21802.97,96.85,1.1,0.2,0.35,0.85,0.6,30.25,10.85,28891,31.5,17.2,0.451,25.4,28.95,19.3,23.65,0.95,10.85,16.35,0.93823775,42.9,5.2,4.6,0.09,52.9,0.32,0.239,0.326,0.125,122.2,84,0.195,0.086,338.4,,69.1,
Phillips,45.9,Arkansas,17,6932,35.24,61.92,0.29,0.89,29.1,70.9,12.1,3.7,75.75,20110.94,35.2,62.3,0.1,0.2,0.6,1.6,56.3,17.4,21879,68.3,33.5,0.469,48.9,27.7,24.45,22.7,5,5.25,14.9,0.51233,36,4.5,5,0.14,92.1,0.658,0.242,0.38,0.159,1534.4,362.3,0.183,0.109,1265.57,29.95,109.7,9.9
Mitchell,45.9,Georgia,11,7857,54.37,44.44,0,1.18,34,66,9.6,3,73.5,23940.79,47.7,47.25,0.2,0.45,0.8,3.65,32.9,14.85,23653,34.9,21.5,0.44,27.4,23.15,17.45,21.65,4.15,12.4,21.25,0.45220575,37.2,3.8,,0.11,84.1,0.476,0.169,0.313,0.129,660.6,410.7,0.218,0.09,523,,62.5,9.6
Dunklin,45.9,Missouri,25,10574,75.9,22.32,0.28,1.34,32.5,67.5,10.1,4.4,68.45,20825.9,83.7,9.4,0.35,0.2,1.4,4.9,41.95,16.95,31740,35.7,23.6,0.456,32.65,24.2,22.65,19.65,2.45,9.4,21.65,0.71201825,39.2,6.3,5,0.12,82.2,0.429,0.311,0.355,0.128,331.5,100.3,0.181,0.085,355.73,4.43,87.1,11.6
Thurston,45.9,Nebraska,9,2029,49.93,44.9,2.41,2.76,15.4,84.6,13.2,4.4,78.1,22484.72,40.25,0.35,51.55,0.55,2.55,4.75,48,18.05,7096,77.3,28,0.436,40.45,33.9,22.45,18.7,2.8,9.1,13.1,0.4306955,28.9,3.1,2.7,0.06,104.5,0.556,0.344,0.399,0.151,1027.7,,0.19,0.08,,,101.5,
McKean,45.9,Pennsylvania,42,15572,71.66,24.42,0.95,2.52,11.7,88.3,15.6,5.5,75.15,24569.91,94.65,2.1,0.2,0.45,1.05,1.6,25.6,8.05,43536,44,14.1,0.421,21.6,28.95,18.6,20.85,1.05,10.05,20.45,0.89669375,40.9,3.8,3.5,0.09,38.4,0.366,0.269,0.319,0.101,231.4,58.6,0.119,0.081,198.55,,54.7,8.9
Hidalgo,45.9,Texas,256,172990,28.1,68.64,1.07,2.19,39.8,60.2,15.1,4.4,76.8,17032.88,8.35,0.45,0.1,0.85,0.3,90,48.4,25.3,738733,38.6,35.2,0.491,46.2,26.25,23.35,26,1.85,11.8,10.7,0.81707475,28.1,4.5,3.5,0.08,83,0.328,0.12,0.311,0.096,420.4,151.3,0.389,0.11,337.58,4.63,31.4,4.7
Hockley,45.9,Texas,15,7282,79.55,17.26,0.45,2.73,25.9,74.1,18,4.8,77.1,24506.09,52.15,2.95,0.3,0.65,1.1,42.95,19.9,16.85,22647,35.5,16.75,0.433,22.2,28.95,16.55,23.9,2.95,16,11.6,0.457475,33.4,2.9,4.7,0.1,70.3,0.284,0.154,0.291,0.094,615.9,42.9,0.257,0.047,404.19,,68.9,
Reagan,45.9,Texas,5,900,78.78,18.56,0.22,2.44,31.5,68.5,10,4.3,66.65,32938.01,34.45,2.85,0.1,0,0.35,62.2,10,15.95,3174,45.8,9.4,0.349,10.15,21.4,11.65,18.35,3.65,22.8,22.15,0.50638975,30.3,,,0.07,75.1,0.113,,0.295,0.094,295,,0.304,0.024,40.52,,,
Cochise,46,Arizona,49,43147,58.02,35.44,1.85,4.69,15.2,84.8,21.4,7.8,70.05,25839.19,58.8,3.9,0.8,1.8,2.8,31.95,24.4,11.2,129479,34.2,16,0.435,23.15,35.75,20.55,25.15,1.15,10.1,7.2,0.45051725,39.7,4.2,3.8,0.08,52.8,0.339,0.217,0.247,0.09,386.4,134,0.188,0.082,603.29,5.03,81.3,8.9
Hot Spring,46,Arkansas,31,11909,68.46,26.34,0.94,1.99,18.7,81.3,12.5,3.7,74.55,22191.27,84.4,10.55,0.35,0.25,1.95,2.5,12.25,9.55,32272,34.3,13.25,0.406,14.5,25.8,17.95,24.1,0.5,12.25,19.4,0.72449,39.6,5.7,5.8,0.08,64.3,0.323,0.278,0.334,0.115,520.1,81.9,0.194,0.065,,5.31,94.9,
San Francisco,46,California,597,365295,9.44,85.53,2.4,2.19,14.3,85.7,51.2,19.7,76.55,42931.73,43.25,6.1,0.25,32.1,3.6,14.65,11.95,11.6,801253,62.5,11.7,0.507,12.35,50.6,16.35,22.55,0.1,4.65,5.75,0.31658275,38.3,3.1,3.1,0.07,16.2,0.296,0.095,0.16,0.069,587.8,2021.7,0.139,0.073,712.15,8.37,62.5,4
Montgomery,46,New York,42,17438,60.67,34.18,1.43,3.72,17.3,82.7,15.9,7,75.45,27779.91,86.35,1.3,0.2,0.75,1.25,10.15,29.2,10.55,49425,37.7,15.15,0.422,25.05,29.25,17.85,24.05,1.15,10.75,16.95,0.75632,40.6,3.5,3.3,0.07,39.1,0.391,0.306,0.269,0.089,248.4,164.1,0.108,0.104,183.66,,46.5,6.5
Hamblen,46,Tennessee,17,20579,76.97,19.8,0.45,2.15,21.6,78.4,15.6,6.1,69.65,24466.7,83,3.7,0.25,0.65,1.55,10.9,35.4,10,62121,32.4,16.9,0.452,25.95,23.3,15.8,24.05,0.9,9.65,26.35,0.70243875,38.7,6.3,4.7,0.09,69.8,0.305,0.227,0.312,0.123,329.8,81,0.198,0.09,537.09,3.27,82.5,5.3
Houston,46,Texas,22,8302,74.74,23.83,0.35,1.08,21.5,78.5,13.4,3.5,69.85,20116.37,62.65,25.65,0.35,0.3,1.2,9.85,39,13.05,23172,48.1,25.7,0.493,36,22.6,24.95,22.9,1.9,11.7,15.9,0.468162,42.8,5.5,4.2,0.1,64.1,0.41,,0.298,0.125,238.5,337.2,0.288,0.095,192.54,,81.2,
Webb,46,Texas,69,56867,22.77,74.38,1.04,1.82,37.3,62.7,16.7,4.4,79.15,19049.17,3.95,0.2,0.05,0.45,0.2,95.1,44.85,25.9,240669,47.9,29.85,0.46,40.35,25.05,21.6,30.1,0.3,9.7,13.25,0.90598975,27.4,3.8,2.9,0.07,91.9,0.38,0.166,0.307,0.088,389.9,172.8,0.364,0.071,520.63,7.43,41.3,5.4
Fulton,46.1,Kentucky,11,2382,65.03,32.49,0.29,1.47,22.4,77.6,10.9,3,68.8,21282.22,72.7,24.35,0.2,0.9,1.05,0.85,63.4,16.35,6865,30.4,27.75,0.442,43.1,22.05,15.2,19.9,2.5,9.3,30.95,0.58808875,42.5,7.7,7.9,0.11,73.5,0.379,0.3,0.358,0.128,962.3,,0.175,0.157,290.24,,81.7,
Payne,46.1,Oklahoma,31,27749,59.98,31.66,0,8.36,10.8,89.2,34,14.6,83.85,14756.87,81.15,3.7,4.15,3.2,4.5,3.4,24.2,7.45,77942,39.1,24.15,0.485,19.95,34.2,19.55,26.1,0.8,9.45,9.9,0.6658285,27,4,4.7,0.06,22.1,0.281,0.175,0.309,0.085,436,55.5,0.216,0.048,202.55,,55.5,4.8
Lee,46.1,Virginia,17,9353,80.64,17.4,0.35,1.13,28.5,71.5,12,3.8,71.3,21698.15,94.7,3.25,0.2,0.2,0.55,1.15,44.8,18.85,25294,29.2,21.95,0.426,28.65,24.2,17.15,25.95,1.25,14.2,17.3,0.89803575,40.7,6,5,0.08,54.9,0.295,0.254,0.33,0.111,115.3,73.4,0.163,0.083,117.33,7.32,91.2,
Desha,46.2,Arkansas,21,4252,45.04,52.38,0.09,1.03,27.5,72.5,13.6,3.7,75.95,21728.94,46.95,47.3,0.4,0.15,0.9,4.3,47.65,23,13372,73.5,28.8,0.47,41.55,30.2,15.5,19.75,5.3,5.9,23.35,0.4461075,38.3,4.8,4.2,0.16,88.6,0.479,0.239,0.369,0.137,1049.9,120.2,0.203,0.105,883.71,19.99,82.4,
Pope,46.2,Arkansas,55,21770,72.09,22.13,0.99,2.72,18.1,81.9,20.1,6.4,74.3,20399.17,88.1,3,0.5,0.9,1.85,5.6,24.05,8.9,60358,51.4,18.05,0.434,24.15,26,18.25,26.4,1.2,9.25,19,0.78064525,35.1,4.6,3.2,0.08,47.1,0.299,0.228,0.352,0.119,372.2,88,0.211,0.071,273.26,2.64,67.2,6.7
Boone,46.2,West Virginia,26,8654,74.91,20.6,0.8,2.84,28.5,71.5,8.2,3.3,70.85,30875.56,97.95,0.9,0.05,0.05,0.45,0.6,32.4,12.2,24814,20.6,19.2,0.44,25.9,27.8,15.65,20.15,0.2,21.4,14.75,0.959558,40.9,6.6,5.5,0.1,69.4,0.273,0.297,0.335,0.137,114.5,69.4,0.162,0.109,273.58,,136.7,9.6
Wayne,46.2,West Virginia,36,15080,73.45,22.11,0.79,2.79,21.9,78.1,12.7,4.4,76.35,23955.22,98.05,0.25,0.15,0.25,0.7,0.55,23.95,14.9,41988,36.8,20.15,0.439,23.4,26.15,19.25,26.9,0.1,11.2,16.3,0.96147425,41.2,6.8,6.1,0.13,42,0.289,0.325,0.355,0.144,111.6,24.8,0.186,0.078,153.33,7.35,89.1,8.1
Maricopa,46.3,Arizona,724,1201934,49.13,45.68,1.14,4.05,14.4,85.6,29,10.3,73.5,31644.46,58.85,4.4,1.6,3.15,2,30.1,22.35,7.2,3836319,34.2,13.65,0.452,19.4,35.15,16.9,27.75,0.2,10.6,9.4,0.4405175,34.1,3.2,3.2,0.07,51.1,0.342,0.158,0.228,0.08,429.5,287.5,0.196,0.071,394.32,8.35,70.2,6.3
Colquitt,46.3,Georgia,19,13592,72.78,25.46,0,1.77,28.2,71.8,11.2,4.3,70.6,21788.76,59.5,22.35,0.3,0.5,1.05,16.3,37.95,17.35,45065,48.9,23.1,0.458,32.5,21.9,13.9,22.8,5.65,11.7,24,0.4306905,34.5,4.1,5,0.11,87,0.414,0.239,0.326,0.128,308.9,264.8,0.279,0.092,,11.64,74.3,8.7
Allegany,46.3,Maryland,37,27804,72.02,23.97,1.21,2.8,14.9,85.1,15.9,7.4,74.45,22523.35,89.55,7,0.15,0.7,1.4,1.25,24.2,8.75,73842,57.4,14.35,0.446,18,27.3,21.4,26.25,0.25,10.95,13.9,0.80722375,40.9,4.5,3.8,0.1,32.3,0.337,0.23,0.284,0.121,235.6,179.6,0.119,0.082,404.13,2.3,67.8,7.9
Pemiscot,46.3,Missouri,15,6025,65.79,32.3,0.35,1.29,29.9,70.1,9.8,4.2,73.6,22455.18,70.45,26,0.4,0.15,0.9,2.05,54.2,22.8,18441,67.2,31.7,0.459,45.15,24.5,22.8,20,1.9,9.35,21.5,0.56443975,36.3,5,4.6,0.14,97.3,0.551,0.331,0.354,0.115,665.8,170.3,0.155,0.081,727.09,10.65,125.9,10.4
Cherokee,46.3,Oklahoma,24,16487,60.61,33.09,0,6.31,16.1,83.9,23.8,8.8,73.45,19592.31,51.95,1.55,31.1,0.6,8.4,6.35,46.2,14,46114,42.7,26.55,0.452,34.95,31.55,18.25,24.25,2.6,12.55,10.85,0.37796575,34.1,5.3,4.3,0.08,49.7,0.377,0.263,0.352,0.116,365.8,58.2,0.277,0.053,184.6,5.31,91.4,6.6
Sequoyah,46.3,Oklahoma,26,14437,75.42,21.2,0,3.38,20,80,12.2,3.7,75.6,22839.11,66.05,1.9,16.5,0.4,11.9,3.3,33.55,12.4,41638,40.1,21.5,0.438,33.35,24.1,18.05,21.35,0.95,12.45,23.15,0.47911225,38.4,6.3,5.2,0.08,66.8,0.331,0.313,0.381,0.149,299.9,63.9,0.235,0.085,243,6.2,87,7.8
Randolph,46.4,Arkansas,29,6378,70.68,22.34,0.83,3.18,22.2,77.8,11.1,3,77.85,22196.97,95.6,0.85,0.4,0.3,1.4,1.5,17.85,22.5,18013,64.4,19.4,0.49,21.95,28.55,14.7,21.45,1.7,12.45,21.25,0.91445425,42,4.1,5.2,0.07,57.4,0.286,0.192,0.342,0.123,266.4,59.5,0.205,0.099,30.41,,84.2,
Woodruff,46.4,Arkansas,20,2566,52.38,43.53,0.43,1.75,26.9,73.1,9,1.7,71.7,21485.05,68.9,28.75,0.35,0.1,1.2,0.7,43.95,23.3,7468,54.5,24.4,0.51,34.25,24.45,17.3,24,6.25,10.1,17.85,0.5575835,42.9,3.9,,0.12,86.3,0.415,0.221,0.356,0.133,442.7,,0.207,0.107,86.09,,103.9,
Harmon,46.4,Oklahoma,7,975,73.23,22.97,0,3.79,28.4,71.6,15.5,2.6,63.75,19905.8,61.25,8.65,1.85,0.2,2,26.05,50.1,15.65,2899,15.6,27.55,0.466,46.35,29.05,17.9,22.25,9.25,10.45,11.1,0.451245,42.6,,,0.07,81.3,0.395,,0.34,0.128,137,,0.268,0.043,184.1,,,
Gray,46.4,Texas,8,7360,88.25,9.5,0.3,1.96,20.7,79.3,12.2,3.5,71.4,22835.77,70.05,5.15,0.6,0.4,2.2,21.65,21.75,11.7,22163,43.8,16.45,0.469,22.55,22.95,17.3,25,2.6,15.85,16.4,0.54076075,38.7,2.6,,0.09,76.4,0.263,0.361,0.304,0.123,303.2,109,0.282,0.048,545.88,,95.1,11.4
Clark,46.5,Arkansas,17,8505,51.71,42.4,0.8,2.3,16.9,83.1,21.7,8.5,81.55,13886.07,70.7,22.65,0.4,0.7,1.55,4.05,33.1,13.15,23298,60.5,25.1,0.467,27.95,29.05,21.5,21.6,3.2,9.95,14.8,0.55309675,33.1,4,2.6,0.08,27.6,0.381,0.119,0.326,0.115,826.8,146,0.211,0.093,378.98,6.21,71,
Berrien,46.5,Georgia,5,6563,82.4,15.86,0,1.74,31.1,68.9,10.8,3.6,72.85,22510.98,83.2,11.15,0.4,0.2,1.15,3.9,23.2,20.3,18050,57,22.65,0.43,29.55,26.65,11.05,21.5,3.35,14.75,22.65,0.7063295,37.3,5.8,3.8,0.1,79.3,0.32,0.296,0.301,0.118,304.6,271.5,0.256,0.102,282.36,,77,10.6
Emanuel,46.5,Georgia,11,7838,68,31.04,0,0.96,27.6,72.4,9.7,4.3,69.7,20171.68,60.4,33.15,0.1,0.35,0.7,5.35,42.45,15.95,22609,73.7,24.5,0.464,35.65,24.85,17.5,20.95,3.2,11.6,21.9,0.47763275,36.4,4.3,2.6,0.1,74.4,0.423,,0.3,0.113,620.4,370.4,0.247,0.113,96.61,9.68,95.8,10.5
Queens,46.5,New York,1295,627021,22.1,75.5,1.36,1.05,20,80,29.5,10.3,78.3,32150.97,29.35,17.9,0.3,22.05,3.5,26.9,16.9,12.8,2254791,53.1,12.55,0.433,17.05,31,22.9,26.2,0.1,8.8,11.05,0.2403985,37.1,3.3,3.5,0.08,23.7,0.329,0.132,0.229,0.093,575.2,862.6,0.204,0.083,589.07,4.49,31.3,5.2
Taylor,46.5,Texas,23,45266,73.28,22.2,0.64,3.89,15.9,84.1,24.2,7.3,72.6,22991.28,68,6.55,0.45,1.5,2,21.45,30.4,9.4,129046,36.3,16.65,0.449,23.45,31.8,20.95,25.85,0.4,10.45,10.55,0.51334575,32.7,3.3,4.8,0.09,59.2,0.339,0.21,0.282,0.104,492.6,136.9,0.216,0.053,430.31,4.55,60.1,9.1
Wise,46.5,Virginia,13,14991,79.93,17.92,0.51,1.19,29.7,70.3,11.3,3.5,70.45,21771.57,92.35,5.25,0.2,0.35,0.75,1.05,38.1,9.15,41583,32,20.6,0.437,31.1,25.9,17,26.65,0.35,17.4,12.7,0.85579125,39.4,6,6.6,0.09,57.7,0.297,0.33,0.336,0.133,243,66.2,0.156,0.077,157.34,,98.3,8.5
Graham,46.6,Arizona,22,11939,67.22,27.65,0.97,4.16,18.2,81.8,13.4,5.2,71.65,22234.05,53.15,2,14.1,0.5,1.1,29.05,27.9,9.65,36000,25.8,19.45,0.409,25.85,25.55,20.25,23.8,1.6,17.1,11.7,0.3873095,31.5,4.3,4.3,0.08,61.5,0.365,0.163,0.339,0.108,409.2,138.9,0.174,0.089,1524.3,4.47,77.7,6.7
Logan,46.6,Arkansas,36,7909,72.54,21.65,0.68,2.47,23.3,76.7,11.7,3.2,76.1,23916.05,92.6,1.15,0.95,1.35,1.7,2.3,31.9,12.45,22451,38.4,15.8,0.427,22.35,27.45,14.55,20.1,1.1,13,23.8,0.85869875,41.3,4,2.9,0.09,65,0.34,0.251,0.332,0.127,376.9,57.4,0.203,0.076,250.23,6.32,97.4,
Maui,46.6,Hawaii,35,51942,25.88,64.45,4.6,3.92,11.3,88.7,25.7,8.2,71.6,30998.84,33.1,0.5,0.15,27.25,29,9.9,11.2,5.6,148515,54,8.4,0.431,10.3,28.5,27.05,24.95,1.2,10.05,8.25,0.2777455,38.9,3.2,2.9,0.08,40.4,0.342,0.154,0.233,0.086,326.2,187.5,0.097,0.063,218.44,1.25,56.8,4.5
Grant,46.6,Indiana,63,25239,67.39,27.85,0,4.76,16.7,83.3,15.4,6.3,77.15,22025.95,86.95,7.15,0.35,0.6,1.7,3.25,31.85,9.25,69632,26.9,17.15,0.425,24.8,29.4,19.2,23.9,0.3,7.7,19.55,0.762536,39.1,4.5,4.3,0.1,40.7,0.396,0.287,0.317,0.131,465.7,80.7,0.172,0.099,163.87,2.84,64.1,9.3
Muskogee,46.6,Oklahoma,33,24193,62.12,32.94,0,4.94,17.1,82.9,17.5,5.9,73.3,23248.97,60.1,11.5,15.15,0.55,8,4.7,25,12.85,70844,45.4,19.1,0.445,26.85,29.3,17.65,22.05,1.1,10.35,19.45,0.4060175,37.5,6,5.6,0.09,70.7,0.383,0.333,0.319,0.141,564.8,89.6,0.237,0.064,611.2,6.31,84.7,7
Northumberland,46.6,Pennsylvania,74,34971,69.82,26.26,0.82,2.59,15.8,84.2,13.5,4.4,70.45,24059.15,94.75,1.95,0.1,0.3,0.75,2.1,28.05,12.4,92907,28.8,14.65,0.42,22.5,24.5,19,23.65,0.65,9.7,22.5,0.89864375,42.8,3.6,3.6,0.08,34.5,0.297,0.226,0.343,0.107,230.5,88.4,0.13,0.09,339.62,2.43,59.7,6
